split,source_line,file_name,annotation_index,class,original_bbox_xywh,cleaned_bbox_xywh,status,image_width,image_height,original_area,cleaned_area
test,212,Rec9_wcp_ss_port_00002_png_jpg.rf.42f1d9babd4da3528eb5af9fdf45f0e1.jpg,1,Crab-Pot,"[0,416,38.5,41]","[0,416,38.5,41]",unchanged,640,640,1578.5,1578.5
test,213,Rec14_wcp_ss_port_00036_png_jpg.rf.d13b6a94f690b57e0bca9f39c8428854.jpg,0,Crab-Pot,"[459,165,71,77]","[459,165,71,77]",unchanged,640,640,5467,5467.0
test,214,Rec09_Sensor_Depth_wcp_ss_port_00005_png_jpg.rf.6b14987e39c7311b09f59a5783251412.jpg,0,Crab-Pot,"[369,595,16,16.5]","[369,595,16,16.5]",unchanged,640,640,264,264.0
test,215,Rec9_wcp_ss_star_00029_png_jpg.rf.a861360a675d7486d729b280d2c66531.jpg,0,Crab-Pot,"[321,159,56,78]","[321,159,56,78]",unchanged,640,640,4368,4368.0
test,218,baycove_07_13_png_jpg.rf.137a5b1526ba23daeba7d6fe7441692e.jpg,0,Crab-Pot,"[203,130,18,15.5]","[203,130,18,15.5]",unchanged,640,640,279,279.0
test,219,Rec9_wcp_ss_port_00062_png_jpg.rf.512cd6c384ee262588333436f8c363ab.jpg,0,Crab-Pot,"[114,437,73,54]","[114,437,73,54]",unchanged,640,640,3942,3942.0
test,219,Rec9_wcp_ss_port_00062_png_jpg.rf.512cd6c384ee262588333436f8c363ab.jpg,1,Crab-Pot,"[393,524,50,57]","[393,524,50,57]",unchanged,640,640,2850,2850.0
test,220,Rec9_wcp_ss_port_00031_png_jpg.rf.c31c71d3f3d72401ee963c43623d1143.jpg,0,Crab-Pot,"[317,284,24.5,9.5]","[317,284,24.5,9.5]",unchanged,640,640,232.75,232.75
test,221,Rec8_wcp_ss_star_00023_png_jpg.rf.c69790c560e25199c550b66dbb8ae091.jpg,0,Crab-Pot,"[428,553,39,28.5]","[428,553,39,28.5]",unchanged,640,640,1111.5,1111.5
test,222,Rec9_wcp_ss_star_00044_png_jpg.rf.e3e8845eb71e227dcb1ad11fd0cea92e.jpg,0,Crab-Pot,"[308,104,67,96]","[308,104,67,96]",unchanged,640,640,6432,6432.0
test,222,Rec9_wcp_ss_star_00044_png_jpg.rf.e3e8845eb71e227dcb1ad11fd0cea92e.jpg,1,Crab-Pot,"[35,190,56,88]","[35,190,56,88]",unchanged,640,640,4928,4928.0
test,224,Rec9_wcp_ss_port_00057_png_jpg.rf.c9080167644ef91cf92ef2d97c64784c.jpg,0,Crab-Pot,"[263,115,42,31.5]","[263,115,42,31.5]",unchanged,640,640,1323,1323.0
test,224,Rec9_wcp_ss_port_00057_png_jpg.rf.c9080167644ef91cf92ef2d97c64784c.jpg,1,Crab-Pot,"[104,419,42.5,33.5]","[104,419,42.5,33.5]",unchanged,640,640,1423.75,1423.75
test,225,Rec9_wcp_ss_port_00003_png_jpg.rf.2fbbe5750ed628a08792970bb6be340f.jpg,0,Crab-Pot,"[302,610,47.5,30]","[302,610,47.5,30]",unchanged,640,640,1425,1425.0
test,226,baycove_07_08_png_jpg.rf.32a446e4a0993e4232cc9f94bd1d38a1.jpg,0,Crab-Pot,"[137,2,29,23.5]","[137,2,29,23.5]",unchanged,640,640,681.5,681.5
test,228,Rec09_Sensor_Depth_wcp_ss_star_00027_png_jpg.rf.36b075def3a2a6e04d978f9b6da3db4d.jpg,0,Crab-Pot,"[373,188,19,29]","[373,188,19,29]",unchanged,640,640,551,551.0
test,228,Rec09_Sensor_Depth_wcp_ss_star_00027_png_jpg.rf.36b075def3a2a6e04d978f9b6da3db4d.jpg,1,Crab-Pot,"[391,462,18,21.5]","[391,462,18,21.5]",unchanged,640,640,387,387.0
test,229,Rec14_wcp_ss_port_00004_png_jpg.rf.4a7dd09d0db308be5a8364b9c566931b.jpg,0,Crab-Pot,"[278,517,64,60]","[278,517,64,60]",unchanged,640,640,3840,3840.0
test,229,Rec14_wcp_ss_port_00004_png_jpg.rf.4a7dd09d0db308be5a8364b9c566931b.jpg,1,Crab-Pot,"[538,192,65,68]","[538,192,65,68]",unchanged,640,640,4420,4420.0
test,230,Rec14_wcp_ss_port_00026_png_jpg.rf.feb88c7ccb37fabda461eca7ae051673.jpg,0,Crab-Pot,"[572,326,55,54]","[572,326,55,54]",unchanged,640,640,2970,2970.0
test,231,Rec9_wcp_ss_port_00026_png_jpg.rf.6c7eeaad8d44b4fbe5abe230583174c7.jpg,0,Crab-Pot,"[96,603,61,36.5]","[96,603,61,36.5]",unchanged,640,640,2226.5,2226.5
test,232,Rec9_wcp_ss_star_00010_png_jpg.rf.ea70ea7953dd67714183220df3a774cb.jpg,0,Crab-Pot,"[364,361,60,76]","[364,361,60,76]",unchanged,640,640,4560,4560.0
test,233,Rec9_wcp_ss_port_00064_png_jpg.rf.d0c5b860e6969cad070a4eadd090fe9a.jpg,0,Crab-Pot,"[166,158,62,106]","[166,158,62,106]",unchanged,640,640,6572,6572.0
test,233,Rec9_wcp_ss_port_00064_png_jpg.rf.d0c5b860e6969cad070a4eadd090fe9a.jpg,1,Crab-Pot,"[29,152,41,74]","[29,152,41,74]",unchanged,640,640,3034,3034.0
test,233,Rec9_wcp_ss_port_00064_png_jpg.rf.d0c5b860e6969cad070a4eadd090fe9a.jpg,2,Crab-Pot,"[1,585,57,55]","[1,585,57,55]",unchanged,640,640,3135,3135.0
test,234,TI0030_png_jpg.rf.9a125eb1f86f877f8c96b4e0a68583b7.jpg,0,Crab-Pot,"[333,343,34.5,33]","[333,343,34.5,33]",unchanged,640,640,1138.5,1138.5
test,235,Rec14_wcp_ss_port_00026_png_jpg.rf.e924df03ab6cc15103b2a641562edd8e.jpg,0,Crab-Pot,"[572,326,55,54]","[572,326,55,54]",unchanged,640,640,2970,2970.0
test,237,Rec14_wcp_ss_port_00036_png_jpg.rf.cd1e62e5b0500655a50d93bd0ec61412.jpg,0,Crab-Pot,"[459,165,71,77]","[459,165,71,77]",unchanged,640,640,5467,5467.0
test,238,Rec9_wcp_ss_port_00028_png_jpg.rf.165a4e341b4648094a32cdb517401f32.jpg,0,Crab-Pot,"[128,606,38,34]","[128,606,38,34]",unchanged,640,640,1292,1292.0
test,239,Rec9_wcp_ss_star_00010_png_jpg.rf.cfc39b8f0f344ddab05815e877d13bc3.jpg,0,Crab-Pot,"[364,361,60,76]","[364,361,60,76]",unchanged,640,640,4560,4560.0
test,240,Rec9_wcp_ss_star_00051_png_jpg.rf.9a9f5f1a8651d10f359a83888e8dbb80.jpg,0,Crab-Pot,"[436,128,50,139]","[436,128,50,139]",unchanged,640,640,6950,6950.0
test,240,Rec9_wcp_ss_star_00051_png_jpg.rf.9a9f5f1a8651d10f359a83888e8dbb80.jpg,1,Crab-Pot,"[160,579,91,61]","[160,579,91,61]",unchanged,640,640,5551,5551.0
test,240,Rec9_wcp_ss_star_00051_png_jpg.rf.9a9f5f1a8651d10f359a83888e8dbb80.jpg,2,Crab-Pot,"[0,561,78,79]","[0,561,78,79]",unchanged,640,640,6162,6162.0
test,240,Rec9_wcp_ss_star_00051_png_jpg.rf.9a9f5f1a8651d10f359a83888e8dbb80.jpg,3,Crab-Pot,"[338,556,67,77]","[338,556,67,77]",unchanged,640,640,5159,5159.0
test,241,Rec9_wcp_ss_star_00023_png_jpg.rf.e14c5b00147e6027262c1b6473669d65.jpg,0,Crab-Pot,"[222,55,22,20]","[222,55,22,20]",unchanged,640,640,440,440.0
test,241,Rec9_wcp_ss_star_00023_png_jpg.rf.e14c5b00147e6027262c1b6473669d65.jpg,1,Crab-Pot,"[129,547,31.5,25.5]","[129,547,31.5,25.5]",unchanged,640,640,803.25,803.25
test,241,Rec9_wcp_ss_star_00023_png_jpg.rf.e14c5b00147e6027262c1b6473669d65.jpg,2,Crab-Pot,"[339,459,24,19]","[339,459,24,19]",unchanged,640,640,456,456.0
test,241,Rec9_wcp_ss_star_00023_png_jpg.rf.e14c5b00147e6027262c1b6473669d65.jpg,3,Crab-Pot,"[531,541,20,12]","[531,541,20,12]",unchanged,640,640,240,240.0
test,242,Rec9_wcp_ss_star_00038_png_jpg.rf.bba9418f685a05aedf6e6d59c30f9026.jpg,0,Crab-Pot,"[347,178,39.5,33]","[347,178,39.5,33]",unchanged,640,640,1303.5,1303.5
test,242,Rec9_wcp_ss_star_00038_png_jpg.rf.bba9418f685a05aedf6e6d59c30f9026.jpg,1,Crab-Pot,"[361,428,44,28.5]","[361,428,44,28.5]",unchanged,640,640,1254,1254.0
test,243,Rec9_wcp_ss_star_00049_png_jpg.rf.98281475892f6ac66002fe56b879c864.jpg,0,Crab-Pot,"[39,40,38,42]","[39,40,38,42]",unchanged,640,640,1596,1596.0
test,244,Rec9_wcp_ss_star_00010_png_jpg.rf.ee8d5c349db58e25b3aa1d3dabd093c9.jpg,0,Crab-Pot,"[274,511,92,38]","[274,511,92,38]",unchanged,640,640,3496,3496.0
test,245,Rec8_wcp_ss_star_00030_png_jpg.rf.f7483e5cf114ee3bc371bc48f9f726f1.jpg,0,Crab-Pot,"[157,226,29,35]","[157,226,29,35]",unchanged,640,640,1015,1015.0
test,246,Rec9_wcp_ss_port_00042_png_jpg.rf.86e63de90db2c08e0cf4bbe630dee8c7.jpg,0,Crab-Pot,"[295,34,43,128]","[295,34,43,128]",unchanged,640,640,5504,5504.0
test,246,Rec9_wcp_ss_port_00042_png_jpg.rf.86e63de90db2c08e0cf4bbe630dee8c7.jpg,1,Crab-Pot,"[22,315,99,49]","[22,315,99,49]",unchanged,640,640,4851,4851.0
test,247,Rec9_wcp_ss_star_00040_png_jpg.rf.25849079bd3f1e32ab5779062c98e677.jpg,0,Crab-Pot,"[504,516,83,42]","[504,516,83,42]",unchanged,640,640,3486,3486.0
test,248,Rec9_wcp_ss_star_00047_png_jpg.rf.2b625423e2c285060b186d108072a6ff.jpg,0,Crab-Pot,"[445,365,66,82]","[445,365,66,82]",unchanged,640,640,5412,5412.0
test,249,baycove_07_07_png_jpg.rf.4c2d86c1becfaf0c5471fca9f6e3dbfb.jpg,0,Crab-Pot,"[493,20,14.5,15]","[493,20,14.5,15]",unchanged,640,640,217.5,217.5
test,249,baycove_07_07_png_jpg.rf.4c2d86c1becfaf0c5471fca9f6e3dbfb.jpg,1,Crab-Pot,"[463,324,29.5,22.5]","[463,324,29.5,22.5]",unchanged,640,640,663.75,663.75
test,251,Rec9_wcp_ss_port_00047_png_jpg.rf.901337d95538a9f24d1d826547cf835f.jpg,0,Crab-Pot,"[54,463,57,67]","[54,463,57,67]",unchanged,640,640,3819,3819.0
test,251,Rec9_wcp_ss_port_00047_png_jpg.rf.901337d95538a9f24d1d826547cf835f.jpg,1,Crab-Pot,"[167,465,53,57]","[167,465,53,57]",unchanged,640,640,3021,3021.0
test,252,Rec9_wcp_ss_star_00030_png_jpg.rf.ccd4908f9b519e8fc542a0240085a114.jpg,0,Crab-Pot,"[394,479,43,60]","[394,479,43,60]",unchanged,640,640,2580,2580.0
test,252,Rec9_wcp_ss_star_00030_png_jpg.rf.ccd4908f9b519e8fc542a0240085a114.jpg,1,Crab-Pot,"[475,422,63,82]","[475,422,63,82]",unchanged,640,640,5166,5166.0
test,253,Rec9_wcp_ss_port_00020_png_jpg.rf.ce81f15f12fab9975661aa48d2440f02.jpg,0,Crab-Pot,"[577,159,11.5,8]","[577,159,11.5,8]",unchanged,640,640,92,92.0
test,254,Rec8_wcp_ss_port_00011_png_jpg.rf.b53984c352ed830d7fcc6bf460f88347.jpg,0,Crab-Pot,"[104,265,36.5,43.5]","[104,265,36.5,43.5]",unchanged,640,640,1587.75,1587.75
test,255,Rec9_wcp_ss_star_00006_png_jpg.rf.deb6349d67d73575f0b2f71709c1acb7.jpg,0,Crab-Pot,"[261,599,71,41]","[261,599,71,41]",unchanged,640,640,2911,2911.0
test,255,Rec9_wcp_ss_star_00006_png_jpg.rf.deb6349d67d73575f0b2f71709c1acb7.jpg,1,Crab-Pot,"[184,401,77,66]","[184,401,77,66]",unchanged,640,640,5082,5082.0
test,256,Rec9_wcp_ss_port_00003_png_jpg.rf.9d985497c9df85793c40b0f4a39d8321.jpg,0,Crab-Pot,"[81,115,21.5,31]","[81,115,21.5,31]",unchanged,640,640,666.5,666.5
test,258,Rec9_wcp_ss_star_00034_png_jpg.rf.bb9e0ec9ce192dba6ead1b1c8646192e.jpg,0,Crab-Pot,"[323,493,53,45]","[323,493,53,45]",unchanged,640,640,2385,2385.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,0,Crab-Pot,"[368,122,62,89]","[368,122,62,89]",unchanged,640,640,5518,5518.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,1,Crab-Pot,"[525,45,67,70]","[525,45,67,70]",unchanged,640,640,4690,4690.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,2,Crab-Pot,"[279,204,66,92]","[279,204,66,92]",unchanged,640,640,6072,6072.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,3,Crab-Pot,"[162,215,82,90]","[162,215,82,90]",unchanged,640,640,7380,7380.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,4,Crab-Pot,"[299,339,42,62]","[299,339,42,62]",unchanged,640,640,2604,2604.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,5,Crab-Pot,"[345,303,59,58]","[345,303,59,58]",unchanged,640,640,3422,3422.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,6,Crab-Pot,"[62,425,67,59]","[62,425,67,59]",unchanged,640,640,3953,3953.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,7,Crab-Pot,"[91,547,59,54]","[91,547,59,54]",unchanged,640,640,3186,3186.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,8,Crab-Pot,"[227,403,60,39]","[227,403,60,39]",unchanged,640,640,2340,2340.0
test,260,Rec14_wcp_ss_star_00012_png_jpg.rf.00e1f1d5a607a4ba8c948daf1623186b.jpg,9,Crab-Pot,"[328,353,46,49]","[328,353,46,49]",unchanged,640,640,2254,2254.0
test,261,Rec09_Sensor_Depth_wcp_ss_star_00035_png_jpg.rf.d70e29784ad9d56391dcac7582d90810.jpg,0,Crab-Pot,"[0,184,15,28]","[0,184,15,28]",unchanged,640,640,420,420.0
test,262,Rec14_wcp_ss_star_00003_png_jpg.rf.bf4e438af11cb16a74f269a5f0c32b22.jpg,0,Crab-Pot,"[182,489,98,109]","[182,489,98,109]",unchanged,640,640,10682,10682.0
test,263,Rec9_wcp_ss_star_00041_png_jpg.rf.e817e41310131c2a2c17524cb06869c6.jpg,0,Crab-Pot,"[90,149,26.5,16.5]","[90,149,26.5,16.5]",unchanged,640,640,437.25,437.25
test,264,Rec14_wcp_ss_star_00042_png_jpg.rf.5b2bc127f465f339805860a67cc5a0e5.jpg,0,Crab-Pot,"[137,573,63,53]","[137,573,63,53]",unchanged,640,640,3339,3339.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,0,Crab-Pot,"[368,122,62,89]","[368,122,62,89]",unchanged,640,640,5518,5518.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,1,Crab-Pot,"[525,45,67,70]","[525,45,67,70]",unchanged,640,640,4690,4690.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,2,Crab-Pot,"[279,204,66,92]","[279,204,66,92]",unchanged,640,640,6072,6072.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,3,Crab-Pot,"[162,215,82,90]","[162,215,82,90]",unchanged,640,640,7380,7380.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,4,Crab-Pot,"[299,339,42,62]","[299,339,42,62]",unchanged,640,640,2604,2604.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,5,Crab-Pot,"[345,303,59,58]","[345,303,59,58]",unchanged,640,640,3422,3422.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,6,Crab-Pot,"[62,425,67,59]","[62,425,67,59]",unchanged,640,640,3953,3953.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,7,Crab-Pot,"[91,547,59,54]","[91,547,59,54]",unchanged,640,640,3186,3186.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,8,Crab-Pot,"[227,403,60,39]","[227,403,60,39]",unchanged,640,640,2340,2340.0
test,265,Rec14_wcp_ss_star_00012_png_jpg.rf.ede2f90df016d1654fcc11242f4384ec.jpg,9,Crab-Pot,"[328,353,46,49]","[328,353,46,49]",unchanged,640,640,2254,2254.0
test,266,Rec9_wcp_ss_star_00010_png_jpg.rf.1c01997beed88fb58ab7766d5f9f0600.jpg,0,Crab-Pot,"[364,361,60,76]","[364,361,60,76]",unchanged,640,640,4560,4560.0
test,267,Rec9_wcp_ss_star_00034_png_jpg.rf.ea877c00ec5b5d8f29dfdc847c694703.jpg,0,Crab-Pot,"[323,493,53,45]","[323,493,53,45]",unchanged,640,640,2385,2385.0
test,268,Rec9_wcp_ss_star_00001_png_jpg.rf.7a32b4cf61a2d87f064853625745fff0.jpg,0,Crab-Pot,"[553,259,41,75]","[553,259,41,75]",unchanged,640,640,3075,3075.0
test,268,Rec9_wcp_ss_star_00001_png_jpg.rf.7a32b4cf61a2d87f064853625745fff0.jpg,1,Crab-Pot,"[474,549,62,61]","[474,549,62,61]",unchanged,640,640,3782,3782.0
test,269,Rec9_wcp_ss_star_00036_png_jpg.rf.9045e5e19330c83e9628ad446dec1d44.jpg,0,Crab-Pot,"[466,382,57,58]","[466,382,57,58]",unchanged,640,640,3306,3306.0
test,269,Rec9_wcp_ss_star_00036_png_jpg.rf.9045e5e19330c83e9628ad446dec1d44.jpg,1,Crab-Pot,"[594,511,46,49]","[594,511,46,49]",unchanged,640,640,2254,2254.0
test,269,Rec9_wcp_ss_star_00036_png_jpg.rf.9045e5e19330c83e9628ad446dec1d44.jpg,2,Crab-Pot,"[212,501,41,64]","[212,501,41,64]",unchanged,640,640,2624,2624.0
test,270,Rec9_wcp_ss_port_00038_png_jpg.rf.af29050c182564ba669c1c06e1eb6b04.jpg,0,Crab-Pot,"[26,525,39,41]","[26,525,39,41]",unchanged,640,640,1599,1599.0
test,270,Rec9_wcp_ss_port_00038_png_jpg.rf.af29050c182564ba669c1c06e1eb6b04.jpg,1,Crab-Pot,"[144,604,63,36]","[144,604,63,36]",unchanged,640,640,2268,2268.0
test,270,Rec9_wcp_ss_port_00038_png_jpg.rf.af29050c182564ba669c1c06e1eb6b04.jpg,2,Crab-Pot,"[566,563,35.5,50]","[566,563,35.5,50]",unchanged,640,640,1775,1775.0
test,271,Rec9_wcp_ss_star_00043_png_jpg.rf.c3cc7604db05ebe481803f1e1a0386be.jpg,0,Crab-Pot,"[543,270,50,76]","[543,270,50,76]",unchanged,640,640,3800,3800.0
test,271,Rec9_wcp_ss_star_00043_png_jpg.rf.c3cc7604db05ebe481803f1e1a0386be.jpg,1,Crab-Pot,"[608,287,32,77]","[608,287,32,77]",unchanged,640,640,2464,2464.0
test,272,Rec09_Sensor_Depth_wcp_ss_port_00014_png_jpg.rf.4fe16416a4fff32f3e28e018d673f300.jpg,0,Crab-Pot,"[608,295,19,17]","[608,295,19,17]",unchanged,640,640,323,323.0
test,272,Rec09_Sensor_Depth_wcp_ss_port_00014_png_jpg.rf.4fe16416a4fff32f3e28e018d673f300.jpg,1,Crab-Pot,"[604,213,24.5,17]","[604,213,24.5,17]",unchanged,640,640,416.5,416.5
test,272,Rec09_Sensor_Depth_wcp_ss_port_00014_png_jpg.rf.4fe16416a4fff32f3e28e018d673f300.jpg,2,Crab-Pot,"[603,376,26.5,16]","[603,376,26.5,16]",unchanged,640,640,424,424.0
test,273,Rec8_wcp_ss_star_00027_png_jpg.rf.845957944392b8dbf94b071d1155a5bf.jpg,0,Crab-Pot,"[436,387,36.5,39]","[436,387,36.5,39]",unchanged,640,640,1423.5,1423.5
test,273,Rec8_wcp_ss_star_00027_png_jpg.rf.845957944392b8dbf94b071d1155a5bf.jpg,1,Crab-Pot,"[343,615,50,25]","[343,615,50,25]",unchanged,640,640,1250,1250.0
test,276,Rec9_wcp_ss_port_00050_png_jpg.rf.8c657aa7b851af693ca4f2aba827e10a.jpg,0,Crab-Pot,"[0,363,61,74]","[0,363,61,74]",unchanged,640,640,4514,4514.0
test,277,Rec9_wcp_ss_port_00054_png_jpg.rf.c11196b407dd5c2ddd73bc9416626771.jpg,0,Crab-Pot,"[270,608,25.5,24.5]","[270,608,25.5,24.5]",unchanged,640,640,624.75,624.75
test,278,Rec8_wcp_ss_port_00034_png_jpg.rf.3770453c74dbfb2ad79ae77213b6e6bf.jpg,0,Crab-Pot,"[505,78,26.5,56]","[505,78,26.5,56]",unchanged,640,640,1484,1484.0
test,280,Rec9_wcp_ss_port_00063_png_jpg.rf.875d071cb25a47670f15fddad30a356b.jpg,0,Crab-Pot,"[191,487,107,112]","[191,487,107,112]",unchanged,640,640,11984,11984.0
test,280,Rec9_wcp_ss_port_00063_png_jpg.rf.875d071cb25a47670f15fddad30a356b.jpg,1,Crab-Pot,"[0,597,71,43]","[0,597,71,43]",unchanged,640,640,3053,3053.0
test,281,Rec14_wcp_ss_port_00009_png_jpg.rf.d7c4975ce6e6f07cf01d32a9033f2a15.jpg,0,Crab-Pot,"[573,69,50,66]","[573,69,50,66]",unchanged,640,640,3300,3300.0
test,281,Rec14_wcp_ss_port_00009_png_jpg.rf.d7c4975ce6e6f07cf01d32a9033f2a15.jpg,1,Crab-Pot,"[300,238,93,73]","[300,238,93,73]",unchanged,640,640,6789,6789.0
test,281,Rec14_wcp_ss_port_00009_png_jpg.rf.d7c4975ce6e6f07cf01d32a9033f2a15.jpg,2,Crab-Pot,"[189,572,73,68]","[189,572,73,68]",unchanged,640,640,4964,4964.0
test,281,Rec14_wcp_ss_port_00009_png_jpg.rf.d7c4975ce6e6f07cf01d32a9033f2a15.jpg,3,Crab-Pot,"[304,549,68,57]","[304,549,68,57]",unchanged,640,640,3876,3876.0
test,282,Rec14_wcp_ss_port_00024_png_jpg.rf.48a0312abbe78d6c757180b57d8abc9f.jpg,0,Crab-Pot,"[311,216,42,51]","[311,216,42,51]",unchanged,640,640,2142,2142.0
test,283,Rec9_wcp_ss_star_00033_png_jpg.rf.7cc5c4d7dfd2634c12b7fd605fd281ef.jpg,0,Crab-Pot,"[507,520,47.5,60.5]","[507,520,47.5,60.5]",unchanged,640,640,2873.75,2873.75
test,284,Rec14_wcp_ss_port_00002_png_jpg.rf.93da1503af6bace04568d4b414cba869.jpg,0,Crab-Pot,"[297,403,54,57]","[297,403,54,57]",unchanged,640,640,3078,3078.0
test,285,Rec8_wcp_ss_star_00037_png_jpg.rf.85790a4275178568d353af00deb352ea.jpg,0,Crab-Pot,"[106,378,26,33]","[106,378,26,33]",unchanged,640,640,858,858.0
test,286,Rec9_wcp_ss_port_00042_png_jpg.rf.4d85d8fca65b8b6976f5f7f50613671a.jpg,0,Crab-Pot,"[295,34,43,128]","[295,34,43,128]",unchanged,640,640,5504,5504.0
test,286,Rec9_wcp_ss_port_00042_png_jpg.rf.4d85d8fca65b8b6976f5f7f50613671a.jpg,1,Crab-Pot,"[22,315,99,49]","[22,315,99,49]",unchanged,640,640,4851,4851.0
test,287,Rec9_wcp_ss_star_00044_png_jpg.rf.cafaf08eb47b1611ab2dc2cd8115fcb6.jpg,0,Crab-Pot,"[308,104,67,96]","[308,104,67,96]",unchanged,640,640,6432,6432.0
test,287,Rec9_wcp_ss_star_00044_png_jpg.rf.cafaf08eb47b1611ab2dc2cd8115fcb6.jpg,1,Crab-Pot,"[35,190,56,88]","[35,190,56,88]",unchanged,640,640,4928,4928.0
test,290,Rec14_wcp_ss_port_00004_png_jpg.rf.485f358b11f790efdbfa583afcffe0dc.jpg,0,Crab-Pot,"[278,517,64,60]","[278,517,64,60]",unchanged,640,640,3840,3840.0
test,290,Rec14_wcp_ss_port_00004_png_jpg.rf.485f358b11f790efdbfa583afcffe0dc.jpg,1,Crab-Pot,"[538,192,65,68]","[538,192,65,68]",unchanged,640,640,4420,4420.0
test,291,Rec9_wcp_ss_star_00005_png_jpg.rf.47d5cb3cb4218922fdbdc67d6befc185.jpg,0,Crab-Pot,"[297,587,64,50]","[297,587,64,50]",unchanged,640,640,3200,3200.0
test,291,Rec9_wcp_ss_star_00005_png_jpg.rf.47d5cb3cb4218922fdbdc67d6befc185.jpg,1,Crab-Pot,"[108,438,63,55]","[108,438,63,55]",unchanged,640,640,3465,3465.0
test,292,Rec9_wcp_ss_star_00019_png_jpg.rf.b451929476f2e3c143fe20b06f379696.jpg,0,Crab-Pot,"[83,526,26.5,34]","[83,526,26.5,34]",unchanged,640,640,901,901.0
test,292,Rec9_wcp_ss_star_00019_png_jpg.rf.b451929476f2e3c143fe20b06f379696.jpg,1,Crab-Pot,"[242,213,35,40.5]","[242,213,35,40.5]",unchanged,640,640,1417.5,1417.5
test,292,Rec9_wcp_ss_star_00019_png_jpg.rf.b451929476f2e3c143fe20b06f379696.jpg,2,Crab-Pot,"[440,459,33,33.5]","[440,459,33,33.5]",unchanged,640,640,1105.5,1105.5
test,292,Rec9_wcp_ss_star_00019_png_jpg.rf.b451929476f2e3c143fe20b06f379696.jpg,3,Crab-Pot,"[602,562,38,25]","[602,562,38,25]",unchanged,640,640,950,950.0
test,293,Rec8_wcp_ss_star_00022_png_jpg.rf.aefafb757ebee7f9aa3b6ec266a19a12.jpg,0,Crab-Pot,"[415,269,35.5,24]","[415,269,35.5,24]",unchanged,640,640,852,852.0
test,294,Rec9_wcp_ss_star_00063_png_jpg.rf.9a653d1ba815e50f265d44bf80b03895.jpg,0,Crab-Pot,"[461,514,75,89]","[461,514,75,89]",unchanged,640,640,6675,6675.0
test,295,Rec14_wcp_ss_port_00000_png_jpg.rf.127187c0953885b408a2a75be3db2e41.jpg,0,Crab-Pot,"[90,523,100,51]","[90,523,100,51]",unchanged,640,640,5100,5100.0
test,296,Rec9_wcp_ss_star_00004_png_jpg.rf.98410ac0214e25d2347f67eae130b569.jpg,0,Crab-Pot,"[399,102,39,36]","[399,102,39,36]",unchanged,640,640,1404,1404.0
test,297,Rec14_wcp_ss_port_00023_png_jpg.rf.be19cdb0272a6726a3e1f9c47014ef27.jpg,0,Crab-Pot,"[411,213,42.5,61.5]","[411,213,42.5,61.5]",unchanged,640,640,2613.75,2613.75
test,299,Rec14_wcp_ss_port_00012_png_jpg.rf.351620b978afc234d49aab953f0ad22a.jpg,0,Crab-Pot,"[512,93,46,50.5]","[512,93,46,50.5]",unchanged,640,640,2323,2323.0
test,299,Rec14_wcp_ss_port_00012_png_jpg.rf.351620b978afc234d49aab953f0ad22a.jpg,1,Crab-Pot,"[553,130,34.5,53]","[553,130,34.5,53]",unchanged,640,640,1828.5,1828.5
